recency,frequency,monetary,average_purchase_value,quantity_per_order,active_months,purchase_frequency,customer_loyalty_score,high_value_customer_flag,customer_tenure,avg_days_between_purchases,weekend_sales_ratio,customer_rank_by_revenue,churn_warning_flag
7,2,471.85,235.925,115.5,2,1.0,5.72,0,37,37.0,0.0,2618,0
264,1,381.0,381.0,182.0,1,1.0,2.12,0,264,264.0,1.0,2891,0
1,4,531.28,132.82,52.75,3,1.3333333333333333,6.4,0,60,20.0,0.0,2476,0
57,1,1533.89,1533.89,3199.0,1,1.0,5.28,0,57,57.0,0.0,1160,0
165,1,219.35,219.35,137.0,1,1.0,1.45,0,165,165.0,0.0,3545,0
106,3,584.25,194.75,94.66666666666669,2,1.5,5.05,0,312,156.0,0.0,2355,0
113,2,1031.87,515.935,252.0,2,1.0,5.5,0,136,136.0,0.0,1630,0
78,7,1937.84,276.8342857142857,236.0,4,1.75,6.85,0,199,33.166666666666664,0.0,929,1
29,1,1092.81,1092.81,872.0,1,1.0,5.72,0,29,29.0,0.0,1571,0
101,2,325.37,162.685,135.0,2,1.0,3.25,0,136,136.0,0.0,3083,0
17,4,1434.95,358.7375,148.25,4,1.0,7.08,0,310,103.33333333333331,0.3283389665145126,1234,0
71,4,2878.96,719.74,521.75,4,1.0,7.3,0,224,74.66666666666667,0.5173604357128964,568,0
18,3,269.95,89.98333333333333,40.0,1,3.0,4.82,0,22,11.0,1.0,3328,0
4,3,422.45,140.81666666666666,62.333333333333336,2,1.5,5.28,0,98,49.0,0.0,2769,0
189,6,1220.98,203.49666666666667,48.16666666666666,3,2.0,6.4,0,283,56.6,0.5183950597061378,1444,1
170,2,534.99,267.495,194.5,2,1.0,4.38,0,312,312.0,0.0,2468,0
14,2,519.05,259.525,102.5,2,1.0,5.72,0,63,63.0,0.0,2511,0
137,3,1687.8,562.6,380.3333333333333,3,1.0,6.18,0,329,164.5,0.0,1063,0
35,2,524.94,262.47,83.0,2,1.0,5.28,0,70,70.0,0.0,2495,0
94,1,540.52,540.52,344.0,1,1.0,3.7,0,94,94.0,0.0,2448,0
33,9,1705.6,189.5111111111111,133.77777777777777,7,1.2857142857142858,8.43,0,370,46.25,0.1916334427767354,1049,0
247,1,128.07999999999998,128.07999999999998,92.0,1,1.0,1.0,0,247,247.0,0.0,3965,0
30,13,4742.0,364.7692307692308,53.84615384615385,8,1.625,9.55,1,315,26.25,0.0,286,0
157,2,518.63,259.315,69.5,2,1.0,4.38,0,277,277.0,0.0,2514,0
1,8,1460.57,182.57125,116.875,6,1.3333333333333333,8.88,0,357,51.0,0.0855830258049939,1214,0
186,1,92.3,92.3,174.0,1,1.0,1.0,0,186,186.0,0.0,4126,0
99,2,236.06,118.03,84.0,1,2.0,3.25,0,99,99.0,0.0,3463,0
54,49,5972.19,121.88142857142856,47.6530612244898,11,4.454545454545454,9.1,1,372,7.75,0.0,214,1
25,13,3910.22,300.7861538461538,89.61538461538461,10,1.3,9.55,1,374,31.166666666666668,0.0835886471860918,392,0
205,1,528.56,528.56,170.0,1,1.0,3.25,0,205,205.0,0.0,2485,0
9,11,2672.3,242.93636363636367,133.8181818181818,7,1.5714285714285714,10.0,0,228,22.8,0.0,626,0
3,16,4344.21,271.513125,184.375,10,1.6,10.0,1,368,24.53333333333333,0.0496891264464655,319,0
73,5,1299.6,259.92,147.8,4,1.25,6.85,0,310,77.5,0.0,1355,0
5,18,3468.36,192.68666666666667,144.88888888888889,6,3.0,10.0,0,155,9.117647058823527,0.238968849831044,448,0
40,2,799.0,399.5,170.0,2,1.0,4.82,0,373,373.0,0.5028785982478098,1943,0
18,24,4644.8,193.53333333333333,89.29166666666667,9,2.6666666666666665,9.55,1,362,15.73913043478261,0.1368713399931105,292,0
78,2,322.64,161.32,49.0,2,1.0,3.25,0,229,229.0,0.381322836598066,3098,0
318,1,15.58,15.58,1.0,1,1.0,1.0,0,318,318.0,0.0,4268,0
23,1,765.36,765.36,624.0,1,1.0,4.6,0,23,23.0,0.0,2001,0
311,1,208.0,208.0,58.0,1,1.0,1.0,0,311,311.0,0.0,3599,0
17,4,2032.18,508.045,314.5,3,1.3333333333333333,7.08,0,227,75.66666666666667,0.0,884,0
81,1,330.0,330.0,200.0,1,1.0,2.58,0,81,81.0,0.0,3058,0
113,1,148.95,148.95,51.0,1,1.0,1.45,0,113,113.0,0.0,3861,0
57,7,1846.8,263.8285714285714,122.42857142857144,5,1.4,7.3,0,308,51.333333333333336,0.0,970,0
197,6,1618.42,269.7366666666667,164.66666666666666,3,2.0,6.4,0,364,72.8,0.0,1105,1
8,4,612.84,153.21,60.0,2,2.0,6.4,0,38,12.666666666666666,0.0,2284,0
72,5,2577.85,515.5699999999999,215.2,4,1.25,7.98,0,319,79.75,0.0,652,0
19,2,121.08,60.54,25.0,2,1.0,3.02,0,318,318.0,1.0,3994,0
94,1,575.1,575.1,292.0,1,1.0,3.7,0,94,94.0,0.0,2373,0
329,1,54.22,54.22,26.0,1,1.0,1.0,0,329,329.0,0.0,4210,0
255,1,68.25,68.25,27.0,1,1.0,1.0,0,255,255.0,0.0,4180,0
61,2,984.62,492.31,305.5,2,1.0,5.95,0,131,131.0,1.0,1688,0
15,5,2271.35,454.27,141.4,5,1.0,9.33,0,225,56.25,0.0,769,0
144,1,152.45,152.45,231.0,1,1.0,1.45,0,144,144.0,0.0,3842,0
14,2,1755.24,877.62,524.0,2,1.0,6.85,0,112,112.0,0.0,1015,0
110,2,668.23,334.115,191.0,2,1.0,4.38,0,138,138.0,1.0,2161,0
33,6,3819.92,636.6533333333333,598.6666666666666,6,1.0,8.88,1,359,71.8,0.6058294414542712,401,0
9,3,640.0,213.3333333333333,118.0,2,1.5,6.4,0,28,14.0,0.0,2217,0
317,1,337.67,337.67,144.0,1,1.0,2.12,0,317,317.0,0.0,3032,0
2,4,1662.05,415.5125,226.0,4,1.0,7.52,0,260,86.66666666666667,0.0,1080,0
75,1,363.38,363.38,284.0,1,1.0,2.58,0,75,75.0,1.0,2944,0
1,12,3055.37,254.61416666666665,126.91666666666669,11,1.0909090909090908,10.0,0,371,33.72727272727273,0.3509264017123949,525,0
33,2,1653.3,826.65,329.0,2,1.0,6.4,0,317,317.0,0.702171414746265,1089,0
21,3,933.42,311.14,203.66666666666663,2,1.5,5.95,0,190,95.0,0.0,1757,0
107,3,1013.76,337.92,1056.0,3,1.0,6.18,0,333,166.5,0.0,1651,0
30,3,1850.57,616.8566666666667,366.0,3,1.0,7.08,0,226,113.0,0.0,968,0
37,8,1406.37,175.79625,132.375,7,1.1428571428571428,7.98,0,326,46.57142857142857,0.277992277992278,1255,0
17,2,640.13,320.065,139.5,2,1.0,5.28,0,210,210.0,0.0,2216,0
19,1,222.4,222.4,100.0,1,1.0,2.35,0,19,19.0,1.0,3528,0
17,6,365.66,60.94333333333333,20.0,5,1.2,5.5,0,138,27.6,0.4676748892413718,2936,0
23,1,329.3,329.3,201.0,1,1.0,3.48,0,23,23.0,0.0,3064,0
94,9,488.5,54.27777777777778,147.22222222222223,6,1.5,6.4,0,295,36.875,0.4176049129989764,2581,1
32,1,263.38,263.38,140.0,1,1.0,3.48,0,32,32.0,0.0,3351,0
211,1,157.35,157.35,33.0,1,1.0,1.0,0,211,211.0,0.0,3823,0
366,1,0.0,0.0,-5.0,1,1.0,1.0,0,366,366.0,0.0,4320,0
17,2,297.75,148.875,69.5,2,1.0,4.15,0,179,179.0,0.0,3228,0
99,2,296.21,148.105,117.5,2,1.0,3.25,0,295,295.0,0.0,3234,0
49,1,366.4,366.4,108.0,1,1.0,3.03,0,49,49.0,0.0,2932,0
58,1,340.33,340.33,139.0,1,1.0,3.03,0,58,58.0,0.0,3018,0
64,1,833.53,833.53,493.0,1,1.0,4.15,0,64,64.0,0.0,1897,0
212,3,1011.82,337.2733333333333,176.0,2,1.5,5.72,0,318,159.0,0.0,1657,0
31,3,440.36,146.78666666666666,54.66666666666666,3,1.0,4.82,0,289,144.5,0.0,2703,0
16,3,1026.0,342.0,600.0,3,1.0,7.08,0,266,133.0,0.0,1635,0
58,5,905.94,181.188,132.4,4,1.25,6.18,0,289,72.25,0.0,1787,0
15,6,2671.98,445.33,318.3333333333333,4,1.5,9.33,0,257,51.4,0.3809759055082747,627,0
187,1,1651.72,1651.72,807.0,1,1.0,4.38,0,187,187.0,1.0,1090,0
4,9,4217.23,468.5811111111111,201.44444444444449,7,1.2857142857142858,10.0,1,374,46.75,0.0,340,0
36,1,223.98,223.98,336.0,1,1.0,1.9,0,36,36.0,0.0,3522,0
8,7,721.1999999999999,103.02857142857142,48.71428571428572,5,1.4,7.08,0,225,37.5,0.0,2082,0
78,3,1534.78,511.5933333333333,199.3333333333333,3,1.0,6.18,0,320,160.0,0.6792699930934727,1158,0
36,7,3735.5,533.6428571428571,139.71428571428572,4,1.75,8.43,1,366,61.0,0.0,411,0
262,3,0.0,0.0,-0.3333333333333333,1,3.0,2.35,0,262,131.0,0.0,4378,1
207,3,323.86,107.95333333333332,97.33333333333331,2,1.5,3.47,0,361,180.5,0.0,3088,0
2,55,18249.71,331.8129090909091,214.8909090909091,13,4.230769230769231,10.0,1,374,6.925925925925926,0.046544849205823,48,0
26,2,597.6,298.8,81.0,2,1.0,5.28,0,211,211.0,0.286813922356091,2324,0
28,9,1493.2,165.91111111111113,103.55555555555556,6,1.5,8.43,0,366,45.75,0.0,1188,0
228,1,35.28,35.28,108.0,1,1.0,1.0,0,228,228.0,0.0,4243,0
47,4,1523.97,380.9925,188.5,3,1.3333333333333333,6.62,0,361,120.33333333333331,0.3726779398544591,1168,0
30,1,197.31,197.31,145.0,1,1.0,2.35,0,30,30.0,0.0,3649,0
14,7,2242.19,320.3128571428571,203.8571428571429,4,1.75,9.33,0,185,30.83333333333333,0.0,781,0
16,51,37836.86,741.8992156862745,489.5686274509804,11,4.636363636363637,9.55,1,374,7.48,0.01223938772932,19,0
175,8,1698.56,212.32,201.125,5,1.6,7.52,0,303,43.285714285714285,0.2636762905048982,1056,1
16,7,970.6,138.65714285714287,56.57142857142857,3,2.333333333333333,7.75,0,365,60.833333333333336,0.0,1703,0
372,1,181.65,181.65,31.0,1,1.0,1.0,0,372,372.0,0.0,3703,0
10,11,2025.56,184.14181818181817,119.8181818181818,6,1.8333333333333333,8.88,0,243,24.3,0.236309958727463,886,0
99,5,1593.34,318.668,195.2,4,1.25,6.85,0,372,93.0,0.0,1116,0
15,12,13683.0,1140.25,454.3333333333333,8,1.5,10.0,1,332,30.181818181818183,0.0,71,0
360,1,377.49,377.49,381.0,1,1.0,2.12,0,360,360.0,0.0,2899,0
1,1,258.75,258.75,69.0,1,1.0,3.92,0,1,1.0,0.0,3375,0
29,3,492.75,164.25,73.66666666666667,3,1.0,5.95,0,241,120.5,0.3666159309994926,2569,0
292,1,437.16,437.16,281.0,1,1.0,2.12,0,292,292.0,1.0,2710,0
72,1,324.45,324.45,149.0,1,1.0,2.58,0,72,72.0,0.0,3087,0
9,1,304.04,304.04,184.0,1,1.0,3.92,0,9,9.0,0.0,3202,0
366,2,252.48,126.24,112.0,1,2.0,2.8,0,373,373.0,0.0,3395,0
18,18,11247.98,624.8877777777777,324.1111111111111,10,1.8,9.55,1,372,21.88235294117647,0.0,88,0
10,12,2122.35,176.86249999999998,95.83333333333331,8,1.5,10.0,0,334,30.363636363636363,0.3216952905976865,838,0
158,1,498.96,498.96,280.0,1,1.0,3.7,0,158,158.0,0.0,2552,0
274,1,162.45,162.45,83.0,1,1.0,1.0,0,274,274.0,0.0,3797,0
320,3,413.82,137.94,102.0,2,1.5,3.47,0,360,180.0,0.331351795466628,2794,1
177,9,4649.38,516.5977777777778,236.66666666666663,4,2.25,8.65,1,364,45.5,0.0,291,1
36,2,467.34,233.67,59.0,2,1.0,3.7,0,219,219.0,0.0,2634,0
120,2,133.35,66.675,54.0,2,1.0,2.12,0,333,333.0,0.0,3935,0
49,4,1322.07,330.5175,344.75,4,1.0,6.62,0,297,99.0,0.0,1335,0
15,1,211.99,211.99,180.0,1,1.0,2.8,0,15,15.0,0.0,3578,0
1,6,1671.76,278.62666666666667,150.66666666666666,4,1.5,8.2,0,155,31.0,0.0,1074,0
73,1,132.24,132.24,56.0,1,1.0,1.45,0,73,73.0,0.0,3939,0
7,2,2646.02,1323.01,417.0,2,1.0,7.98,0,19,19.0,0.48284593464902,634,0
238,1,122.45,122.45,55.0,1,1.0,1.0,0,238,238.0,0.0,3992,0
16,6,1048.13,174.68833333333336,114.33333333333331,2,3.0,7.75,0,371,74.2,0.0,1614,0
2,34,4552.48,133.89647058823527,113.47058823529412,12,2.833333333333333,10.0,1,360,10.909090909090908,0.1152119284433978,300,0
49,6,1115.95,185.99166666666667,138.16666666666666,4,1.5,7.3,0,297,59.4,0.0,1554,0
49,1,385.55,385.55,31.0,1,1.0,3.03,0,49,49.0,0.0,2872,0
201,1,264.15,264.15,80.0,1,1.0,2.12,0,201,201.0,1.0,3345,0
66,8,1993.99,249.24875,112.875,4,2.0,7.98,0,369,52.71428571428572,0.2214805490498949,903,0
14,7,2417.78,345.3971428571428,303.2857142857143,6,1.1666666666666667,9.33,0,301,50.16666666666666,0.0,719,0
137,3,474.64,158.21333333333334,38.66666666666666,1,3.0,5.05,0,147,73.5,0.0,2610,1
21,6,2496.07,416.0116666666667,232.16666666666663,4,1.5,8.88,0,365,73.0,0.0,684,0
365,2,479.54,239.77,242.0,1,2.0,3.92,0,365,365.0,0.0,2602,0
15,14,8817.33,629.8092857142857,72.78571428571429,11,1.2727272727272727,10.0,1,373,28.692307692307693,0.1299032700375283,121,0
24,15,2184.92,145.66133333333337,92.46666666666668,6,2.5,9.55,0,242,17.285714285714285,0.0,808,0
234,1,490.08,490.08,638.0,1,1.0,3.25,0,234,234.0,0.0,2578,0
38,12,1998.34,166.52833333333334,73.5,7,1.7142857142857142,7.98,0,323,29.363636363636363,0.0,900,0
56,3,753.51,251.17,122.0,3,1.0,5.5,0,324,162.0,0.0,2022,0
60,20,5992.29,299.6145,192.45,10,2.0,9.1,1,365,19.21052631578948,0.0833070495586829,213,1
53,4,546.0,136.5,70.0,4,1.0,5.5,0,255,85.0,0.0,2434,0
25,1,261.06,261.06,78.0,1,1.0,3.48,0,25,25.0,0.0,3363,0
361,1,93.35,93.35,21.0,1,1.0,1.0,0,361,361.0,0.0,4121,0
59,6,776.5,129.41666666666666,68.0,4,1.5,6.18,0,295,59.0,0.0,1975,0
11,1,355.5,355.5,122.0,1,1.0,3.92,0,11,11.0,0.0,2963,0
24,9,867.17,96.35222222222222,57.22222222222222,6,1.5,7.3,0,358,44.75,0.0,1850,0
128,4,897.38,224.345,275.5,3,1.3333333333333333,5.05,0,289,96.33333333333331,0.0,1803,0
206,2,430.15,215.075,79.5,2,1.0,2.8,0,361,361.0,0.0,2738,0
40,22,14241.53,647.3422727272728,361.1363636363636,11,2.0,9.1,1,372,17.714285714285715,0.117160164673318,67,0
52,2,293.18,146.59,64.0,1,2.0,3.7,0,70,70.0,0.0,3251,0
22,24,5530.56,230.44,151.91666666666666,11,2.1818181818181817,9.55,1,360,15.652173913043478,0.1238608748481166,235,0
63,3,466.08,155.36,96.0,2,1.5,4.38,0,93,46.5,0.0,2637,0
215,1,175.25,175.25,59.0,1,1.0,1.0,0,215,215.0,1.0,3740,0
33,5,364.81,72.962,39.4,4,1.25,5.5,0,359,89.75,0.5300019188070503,2938,0
308,1,234.0,234.0,120.0,1,1.0,2.12,0,308,308.0,0.0,3472,0
10,2,330.12,165.06,161.5,2,1.0,4.6,0,284,284.0,0.0,3057,0
8,1,50.55,50.55,13.0,1,1.0,2.8,0,8,8.0,0.0,4216,0
65,4,1279.56,319.89,180.5,3,1.3333333333333333,6.62,0,228,76.0,0.0,1378,0
7,18,7814.83,434.15722222222223,235.5,10,1.8,10.0,1,361,21.23529411764705,0.0,137,0
63,2,1855.4,927.7,532.0,1,2.0,5.95,0,68,68.0,1.0,966,0
64,9,3119.44,346.6044444444444,205.11111111111111,5,1.8,9.1,0,239,29.875,0.0865988767214628,511,1
37,8,2470.06,308.7575,163.375,5,1.6,9.1,0,284,40.57142857142857,0.0,695,0
15,8,1212.95,151.61875,49.375,5,1.6,8.88,0,369,52.71428571428572,0.3498248072880168,1453,0
184,5,606.96,121.392,54.2,3,1.6666666666666667,5.28,0,295,73.75,0.0,2301,1
1,13,2201.98,169.3830769230769,90.15384615384616,8,1.625,10.0,0,370,30.83333333333333,0.2465235833204661,801,0
65,1,65.3,65.3,35.0,1,1.0,1.9,0,65,65.0,0.0,4183,0
164,1,759.13,759.13,299.0,1,1.0,3.7,0,164,164.0,0.0,2008,0
100,3,535.42,178.47333333333333,58.0,3,1.0,5.05,0,218,109.0,0.0,2467,0
367,1,323.39,323.39,241.0,1,1.0,2.12,0,367,367.0,0.0,3093,0
124,5,753.97,150.794,169.0,4,1.25,5.72,0,362,90.5,0.8579121185193045,2021,0
21,17,10140.0,596.4705882352941,1489.235294117647,11,1.5454545454545454,9.55,1,324,20.25,0.1514792899408284,102,0
10,2,679.8,339.9,30.0,2,1.0,5.72,0,159,159.0,0.5114739629302736,2141,0
4,1,402.36,402.36,174.0,1,1.0,3.92,0,4,4.0,0.0,2825,0
43,5,3292.84,658.568,461.8,5,1.0,8.43,0,190,47.5,0.0,480,0
28,8,1793.48,224.185,111.875,3,2.6666666666666665,8.43,0,96,13.714285714285714,0.5715592033365301,995,0
65,1,30.0,30.0,15.0,1,1.0,1.9,0,65,65.0,0.0,4257,0
5,2,279.91,139.95499999999998,76.5,2,1.0,4.6,0,37,37.0,0.5925476045871888,3298,0
67,1,442.32,442.32,282.0,1,1.0,3.03,0,67,67.0,0.0,2699,0
320,1,307.1,307.1,38.0,1,1.0,2.12,0,320,320.0,1.0,3184,0
35,13,2961.48,227.80615384615385,128.76923076923077,8,1.625,9.55,0,372,31.0,0.0,548,0
220,4,1010.73,252.6825,72.5,4,1.0,5.72,0,358,119.33333333333331,0.0,1661,1
86,4,799.13,199.7825,83.75,3,1.3333333333333333,5.05,0,225,75.0,0.0,1942,0
220,4,1454.84,363.71,201.75,4,1.0,5.72,0,368,122.66666666666669,0.0,1215,1
128,12,4257.88,354.8233333333333,176.41666666666666,7,1.7142857142857142,8.65,1,336,30.545454545454547,0.4305217620036262,330,1
37,2,503.64,251.82,92.0,2,1.0,4.82,0,122,122.0,0.0,2543,0
92,1,319.94,319.94,241.0,1,1.0,2.58,0,92,92.0,0.0,3117,0
9,27,5387.62,199.54148148148147,74.22222222222223,10,2.7,10.0,1,359,13.807692307692308,0.1157431296193866,239,0
72,8,2210.67,276.33375,178.5,5,1.6,8.65,0,317,45.285714285714285,0.0,798,0
25,3,727.46,242.48666666666668,112.66666666666669,1,3.0,5.95,0,37,18.5,0.0,2068,0
2,30,6107.83,203.5943333333333,113.73333333333332,13,2.3076923076923075,10.0,1,360,12.413793103448276,0.3256819525101386,203,0
214,2,155.8,77.9,36.0,2,1.0,1.68,0,255,255.0,0.0,3830,0
56,6,2771.18,461.8633333333333,200.3333333333333,5,1.2,8.43,0,290,58.0,0.0,591,0
257,1,127.65,127.65,47.0,1,1.0,1.0,0,257,257.0,1.0,3966,0
318,1,0.0,0.0,-1.0,1,1.0,1.0,0,318,318.0,0.0,4310,0
45,2,1090.55,545.275,457.0,1,2.0,5.95,0,65,65.0,0.0,1574,0
187,1,209.48,209.48,158.0,1,1.0,1.0,0,187,187.0,1.0,3589,0
166,4,528.24,132.06,110.75,2,2.0,5.05,0,267,89.0,0.0173216719672875,2486,1
49,11,2077.82,188.89272727272729,74.54545454545455,5,2.2,9.1,0,254,25.4,0.3397984425984926,863,0
116,1,188.4,188.4,116.0,1,1.0,1.45,0,116,116.0,0.0,3678,0
186,2,561.25,280.625,77.0,2,1.0,3.92,0,227,227.0,0.0,2397,0
9,6,1050.1,175.01666666666665,63.333333333333336,5,1.2,8.2,0,183,36.6,0.0,1612,0
45,2,393.05,196.525,49.5,2,1.0,3.7,0,82,82.0,0.6396132807530848,2854,0
5,17,4968.15,292.24411764705883,540.7058823529412,7,2.4285714285714284,10.0,1,179,11.1875,0.2492316053259261,265,0
95,4,515.1,128.775,64.5,3,1.3333333333333333,5.05,0,373,124.33333333333331,0.0,2521,0
248,1,129.22,129.22,30.0,1,1.0,1.0,0,248,248.0,0.0,3959,0
47,2,418.08,209.04,130.5,2,1.0,3.7,0,73,73.0,0.2755453501722158,2784,0
147,5,1362.84,272.56800000000004,164.8,5,1.0,6.85,0,359,89.75,0.0,1292,1
93,1,135.4,135.4,44.0,1,1.0,1.45,0,93,93.0,0.0,3924,0
2,11,2301.85,209.2590909090909,168.0,7,1.5714285714285714,10.0,0,364,36.4,0.0,756,0
2,53,16451.55,310.4066037735849,122.0,13,4.076923076923077,10.0,1,374,7.1923076923076925,0.116811485847838,58,0
53,1,199.08,199.08,96.0,1,1.0,1.9,0,53,53.0,0.0,3641,0
37,4,202.75,50.6875,17.75,3,1.3333333333333333,3.25,0,245,81.66666666666667,0.0,3630,0
7,25,30363.67,1214.5467999999998,885.24,11,2.272727272727273,10.0,1,367,15.291666666666666,0.0438076161412635,23,0
60,15,3673.44,244.896,273.3333333333333,8,1.875,9.1,1,353,25.214285714285715,0.0913040637658434,421,1
61,1,91.68,91.68,120.0,1,1.0,1.9,0,61,61.0,1.0,4129,0
123,2,116.45,58.225,68.5,1,2.0,2.12,0,127,127.0,0.0,4013,0
56,7,1187.08,169.58285714285714,103.85714285714286,3,2.333333333333333,7.3,0,374,62.333333333333336,0.0,1478,0
18,1,439.33,439.33,155.0,1,1.0,3.48,0,18,18.0,0.0,2705,0
362,1,313.64,313.64,86.0,1,1.0,2.12,0,362,362.0,1.0,3139,0
53,1,236.11,236.11,76.0,1,1.0,3.03,0,53,53.0,0.0,3462,0
4,132,55801.73,422.74037878787874,215.28030303030303,13,10.153846153846152,10.0,1,373,2.8473282442748094,0.0943420571369382,9,0
1,15,5078.94,338.59599999999995,77.86666666666666,4,3.75,10.0,1,130,9.285714285714286,0.0,260,0
365,4,0.0,0.0,-383.75,1,4.0,2.35,0,367,122.33333333333331,0.0,4351,1
50,9,1547.5,171.94444444444446,36.66666666666666,8,1.125,7.98,0,303,37.875,0.0557350565428109,1152,0
9,76,46332.26,609.635,290.94736842105266,13,5.846153846153846,10.0,1,371,4.946666666666666,0.113899257234592,13,0
4,2,505.8,252.9,186.0,2,1.0,5.72,0,25,25.0,0.0,2536,0
30,1,419.7,419.7,6.0,1,1.0,3.48,0,30,30.0,0.0,2780,0
24,26,6910.49,265.7880769230769,113.8846153846154,9,2.888888888888889,9.55,1,374,14.96,0.0,176,0
260,1,0.0,0.0,-1.0,1,1.0,1.0,0,260,260.0,0.0,4366,0
134,3,594.21,198.07,121.66666666666669,3,1.0,5.05,0,317,158.5,0.0,2331,0
1,16,5103.83,318.989375,146.875,8,2.0,10.0,1,218,14.533333333333331,0.0610130039597713,256,0
73,2,465.7,232.85,172.0,2,1.0,3.25,0,213,213.0,0.0,2640,0
51,3,610.62,203.54,110.0,3,1.0,5.5,0,289,144.5,0.0,2293,0
72,1,72.0,72.0,100.0,1,1.0,1.45,0,72,72.0,0.0,4173,0
49,1,526.96,526.96,213.0,1,1.0,4.15,0,49,49.0,0.0,2490,0
45,10,3585.55,358.555,296.7,7,1.4285714285714286,9.1,1,367,40.77777777777778,0.0,430,0
8,2,748.46,374.23,372.5,2,1.0,5.72,0,71,71.0,0.0,2028,0
185,2,340.74,170.37,118.0,1,2.0,2.8,0,187,187.0,1.0,3014,0
73,6,1443.3,240.55,62.16666666666666,5,1.2,6.85,0,374,74.8,0.0,1227,0
354,1,321.88000000000005,321.88000000000005,180.0,1,1.0,2.12,0,354,354.0,0.0,3101,0
177,3,0.0,0.0,-0.3333333333333333,2,1.5,2.8,0,367,183.5,0.0,4295,0
2,22,6067.56,275.7981818181818,65.81818181818181,8,2.75,10.0,1,257,12.238095238095235,0.3164781230016679,209,0
366,1,234.38,234.38,74.0,1,1.0,2.12,0,366,366.0,0.0,3470,0
2,10,3168.82,316.882,235.9,7,1.4285714285714286,10.0,0,296,32.888888888888886,0.0,498,0
1,13,1657.2,127.47692307692309,86.15384615384616,10,1.3,8.88,0,259,21.58333333333333,0.0604392951967173,1085,0
12,5,1209.1,241.82,84.4,3,1.6666666666666667,8.2,0,75,18.75,0.7671408485650484,1455,0
304,1,134.9,134.9,110.0,1,1.0,1.0,0,304,304.0,0.0,3931,0
108,2,506.75,253.375,134.0,2,1.0,4.38,0,165,165.0,0.0,2533,0
21,1,885.33,885.33,619.0,1,1.0,4.6,0,21,21.0,0.0,1826,0
159,1,148.62,148.62,53.0,1,1.0,1.45,0,159,159.0,1.0,3863,0
2,11,1846.18,167.83454545454546,113.72727272727272,8,1.375,8.88,0,283,28.3,0.0,972,0
267,1,263.5,263.5,31.0,1,1.0,2.12,0,267,267.0,0.0,3349,0
88,2,233.25,116.625,148.0,2,1.0,3.25,0,165,165.0,0.0,3476,0
54,4,2240.47,560.1175,269.0,3,1.3333333333333333,7.75,0,304,101.33333333333331,0.3779965810745067,783,0
95,1,90.65,90.65,23.0,1,1.0,1.45,0,95,95.0,0.0,4132,0
38,2,681.65,340.825,152.5,2,1.0,4.82,0,52,52.0,0.0,2137,0
127,1,275.45,275.45,123.0,1,1.0,2.58,0,127,127.0,0.0,3312,0
1,14,3532.42,252.31571428571428,123.28571428571428,7,2.0,10.0,1,367,28.23076923076923,0.3912275437235663,437,0
22,8,3983.65,497.95625,254.25,4,2.0,9.55,1,138,19.714285714285715,0.6406361000589912,373,0
8,3,492.1,164.03333333333333,81.33333333333333,2,1.5,6.4,0,32,16.0,0.0,2571,0
73,1,3138.04,3138.04,2189.0,1,1.0,5.95,0,73,73.0,0.0,503,0
2,3,790.71,263.57,153.66666666666666,3,1.0,6.4,0,127,63.5,0.0,1954,0
21,15,5138.33,342.5553333333333,238.46666666666667,9,1.6666666666666667,9.55,1,366,26.142857142857142,0.0,252,0
218,2,399.2,199.6,98.0,1,2.0,2.8,0,220,220.0,0.0,2837,0
67,1,24.4,24.4,8.0,1,1.0,1.9,0,67,67.0,0.0,4262,0
8,4,805.0,201.25,30.25,4,1.0,6.4,0,235,78.33333333333333,0.1267080745341615,1936,0
25,19,4674.99,246.05210526315787,130.94736842105263,9,2.111111111111111,9.55,1,368,20.444444444444443,0.1969907957022368,289,0
106,4,435.02,108.755,42.5,2,2.0,3.92,0,266,88.66666666666667,0.0,2714,0
261,3,1145.79,381.93,148.33333333333334,1,3.0,5.72,0,263,131.5,0.0,1517,1
53,9,2114.98,234.99777777777777,107.66666666666669,8,1.125,9.1,0,330,41.25,0.2987073163812423,843,0
35,4,1609.29,402.3225,243.25,4,1.0,7.08,0,371,123.66666666666669,0.0,1109,0
4,3,778.42,259.4733333333333,137.33333333333334,3,1.0,6.4,0,127,63.5,0.0,1969,0
21,3,1586.54,528.8466666666667,304.6666666666667,2,1.5,7.08,0,312,156.0,0.0,1121,0
45,5,3946.14,789.228,664.6,4,1.25,8.43,1,277,69.25,0.3142108490829013,386,0
24,1,307.12,307.12,208.0,1,1.0,3.48,0,24,24.0,0.0,3183,0
136,1,359.38,359.38,76.0,1,1.0,2.58,0,136,136.0,0.0,2953,0
16,14,7471.95,533.7107142857143,286.07142857142856,9,1.5555555555555556,9.55,1,371,28.53846153846154,0.1043368866226353,151,0
246,2,0.0,0.0,0.0,2,1.0,1.68,0,292,292.0,0.0,4277,0
205,3,297.46000000000004,99.15333333333336,38.0,2,1.5,3.47,0,303,151.5,0.0,3229,0
49,1,429.68,429.68,360.0,1,1.0,3.03,0,49,49.0,0.0,2740,0
50,1,458.73,458.73,306.0,1,1.0,3.03,0,50,50.0,0.0,2656,0
26,1,333.82,333.82,222.0,1,1.0,3.48,0,26,26.0,1.0,3048,0
